product_id,price_id,mofu_sku,supplier_sku,product_name,brand,category,variant_mode,variant_key,variant_label_zh,is_default_price,is_storefront_sellable_price,storefront_selection_issue,current_hkd,current_cents,cost_cny,cost_source,local_cost_source_file,cost_hkd_at_fixed_fx,unrounded_proposed_hkd,proposed_hkd,proposed_cents,price_change_hkd,price_change_percent,estimated_domestic_stripe_fee_hkd,estimated_net_margin_after_domestic_stripe_fee,replacement_price_metadata_key_count_before,replacement_price_metadata_key_count_after,product_policy_metadata_key_count_before,product_policy_metadata_key_count_after,proposed_product_policy_metadata_additions,proposed_product_policy_metadata_replacements,product_policy_metadata_capacity_blocked,pricing_status,approval_manifest_scope
prod_V90yxohDmOksl3,price_1U8iwgRyM6dRKLtZWmshq8Qw,MH-CAT-CIAO-011,CIC-11,CIAO｜雞肉烤鰹魚柴魚片貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,27.90,2790,12.8000,stripe_price_metadata.cost_cny,,14.9171,26.2541,26.90,2690,-1.00,-3.5842,3.2646,0.3241,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yrU6QwJj9H4,price_1U8iwhRyM6dRKLtZedeY1D6y,MH-CAT-CIAO-012,CIC-12,CIAO｜雞肉甜蝦小銀魚貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,29.90,2990,13.8000,stripe_price_metadata.cost_cny,,16.0825,28.3052,28.90,2890,-1.00,-3.3445,3.3326,0.3282,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90ynw7GK161mE,price_1U8iwiRyM6dRKLtZDni4Rrvo,MH-CAT-CIAO-013,CIC-13,CIAO｜鰹魚柴魚片貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,29.90,2990,13.8000,stripe_price_metadata.cost_cny,,16.0825,28.3052,28.90,2890,-1.00,-3.3445,3.3326,0.3282,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yisznvIVXlp,price_1U8iwjRyM6dRKLtZL7hePLZM,MH-CAT-CIAO-014,CIC-14,CIAO｜烤鰹魚鮪魚雞肉貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,33.90,3390,15.8000,stripe_price_metadata.cost_cny,,18.4133,32.4074,32.90,3290,-1.00,-2.9499,3.4686,0.3349,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90ynvqu5ntnjO,price_1U8iwkRyM6dRKLtZLKkQOBAC,MH-CAT-CIAO-015,CIC-15,CIAO｜雞肉扇貝柱貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,29.90,2990,13.8000,stripe_price_metadata.cost_cny,,16.0825,28.3052,28.90,2890,-1.00,-3.3445,3.3326,0.3282,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90ytLadcfCm8a,price_1U8iwlRyM6dRKLtZUPCtyfo0,MH-CAT-CIAO-016,CIC-16,CIAO｜雞肉蟹柳柴魚片貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,29.90,2990,13.8000,stripe_price_metadata.cost_cny,,16.0825,28.3052,28.90,2890,-1.00,-3.3445,3.3326,0.3282,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yqFB6WTazQ9,price_1U8iwmRyM6dRKLtZY9nLDMUK,MH-CAT-CIAO-017,CIC-17,CIAO｜雞肉蟹柳貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,29.90,2990,13.8000,stripe_price_metadata.cost_cny,,16.0825,28.3052,28.90,2890,-1.00,-3.3445,3.3326,0.3282,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yyLLKXQRQey,price_1U8iwoRyM6dRKLtZP8VcS1tu,MH-CAT-CIAO-018,CIC-18,CIAO｜鮪魚白肉扇貝柱貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,27.90,2790,12.8000,stripe_price_metadata.cost_cny,,14.9171,26.2541,26.90,2690,-1.00,-3.5842,3.2646,0.3241,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90y14gfPJNkP3,price_1U8iwpRyM6dRKLtZc7uPsPIp,MH-CAT-CIAO-019,CIC-19,CIAO｜11歲以上鰹魚白肉貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,33.90,3390,15.8000,stripe_price_metadata.cost_cny,,18.4133,32.4074,32.90,3290,-1.00,-2.9499,3.4686,0.3349,11,11,31,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yRB01IgVrDV,price_1U8iwqRyM6dRKLtZTZ0TAzAG,MH-CAT-CIAO-020,CIC-20,CIAO｜11歲以上鮪魚白肉貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,33.90,3390,15.8000,stripe_price_metadata.cost_cny,,18.4133,32.4074,32.90,3290,-1.00,-2.9499,3.4686,0.3349,11,11,31,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yoyex98iTAW,price_1U8iwrRyM6dRKLtZ3rlOZMIV,MH-CAT-CIAO-021,CIC-21,CIAO｜14歲以上鮪魚白肉小銀魚貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,33.90,3390,15.8000,stripe_price_metadata.cost_cny,,18.4133,32.4074,32.90,3290,-1.00,-2.9499,3.4686,0.3349,11,11,31,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yC8a54bE0EL,price_1U8iwsRyM6dRKLtZ9WdAiJhl,MH-CAT-CIAO-022,CIC-22,CIAO｜14歲以上鰹魚柴魚片貓罐頭｜單罐,CIAO,cats,single,single,單罐,True,True,,33.90,3390,15.8000,stripe_price_metadata.cost_cny,,18.4133,32.4074,32.90,3290,-1.00,-2.9499,3.4686,0.3349,11,11,31,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yhIRALdzZyY,price_1U8iwtRyM6dRKLtZyY5icJzG,MH-CAT-CIAO-023,CIC-23,Inaba かつまぐろ｜鮪魚雞肉貓罐頭｜85g／單罐,Inaba かつまぐろ,cats,single,single,85g／單罐,True,True,,14.90,1490,6.8100,stripe_price_metadata.cost_cny,,7.9364,13.9680,14.90,1490,0.00,0.0000,2.8566,0.2756,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V90yhuy2ZgCVZK,price_1U8iwuRyM6dRKLtZD1NxsXXw,MH-CAT-CIAO-024,CIC-24,Inaba かつまぐろ｜鮪魚貓罐頭｜85g／單罐,Inaba かつまぐろ,cats,single,single,85g／單罐,True,True,,14.90,1490,6.8100,stripe_price_metadata.cost_cny,,7.9364,13.9680,14.90,1490,0.00,0.0000,2.8566,0.2756,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V90yWS8dLSjcn2,price_1U8iwwRyM6dRKLtZ4TVBysAG,MH-CAT-CIAO-025,CIC-25,Inaba かつまぐろ｜鮪魚三文魚貓罐頭｜85g／單罐,Inaba かつまぐろ,cats,single,single,85g／單罐,True,True,,14.90,1490,6.8100,stripe_price_metadata.cost_cny,,7.9364,13.9680,14.90,1490,0.00,0.0000,2.8566,0.2756,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V90yAWxmanLYZk,price_1U8iwxRyM6dRKLtZccf5xxZZ,MH-CAT-CIAO-026,CIC-26,Inaba かつまぐろ｜鮪魚小銀魚貓罐頭｜85g／單罐,Inaba かつまぐろ,cats,single,single,85g／單罐,True,True,,14.90,1490,6.8100,stripe_price_metadata.cost_cny,,7.9364,13.9680,14.90,1490,0.00,0.0000,2.8566,0.2756,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V90yCfcKRyo9ou,price_1U8iwyRyM6dRKLtZS9C8A5Eu,MH-CAT-CIAO-027,CIC-27,Inaba かつまぐろ｜多口味隨機混拼貓罐頭｜85g × 6罐,Inaba かつまぐろ,cats,single,single,85g × 6罐,True,True,,62.90,6290,29.4200,stripe_price_metadata.cost_cny,,34.2861,60.3435,60.90,6090,-2.00,-3.1797,4.4206,0.3644,11,11,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V90yWGm3mtcreN,price_1U8iwzRyM6dRKLtZ5uUc9AxZ,MH-CAT-CIAO-028,CIC-28,Inaba かつまぐろ｜高齡貓鮪魚貓罐頭｜85g／單罐,Inaba かつまぐろ,cats,single,single,85g／單罐,True,True,,14.90,1490,6.8100,stripe_price_metadata.cost_cny,,7.9364,13.9680,14.90,1490,0.00,0.0000,2.8566,0.2756,11,11,31,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V8fduDqyGKiazf,price_1U8VfZRyM6dRKLtZOVHdViM0,MH-CAT-CIAO-029,CIAOVL-01,CIAO 炙烤盛宴｜香烤鰹魚干瑤柱 (高齡貓用)｜50g,CIAO 炙烤盛宴,cats,single,,50g,True,True,,16.90,1690,,,,,,,,,,,,,,30,35,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fd05UFEZNURC,price_1U8VfXRyM6dRKLtZFvN0Equa,MH-CAT-CIAO-030,CIAOVL-02,CIAO 炙烤盛宴｜香烤扇貝柱 (高齡貓用)｜50g,CIAO 炙烤盛宴,cats,single,,50g,True,True,,16.90,1690,,,,,,,,,,,,,,30,35,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fdpmkax4VOq1,price_1U8VfNRyM6dRKLtZ71a6mIuN,MH-CAT-CIAO-031,CIAOVL-03,CIAO 炙烤盛宴｜扇貝柱正宗高湯｜50g,CIAO 炙烤盛宴,cats,single,,50g,True,True,,16.90,1690,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fdnUyX0IymBN,price_1U8VfSRyM6dRKLtZeHgrgP2N,MH-CAT-CIAO-032,CIAOVL-04,CIAO 炙烤盛宴｜烤鰹魚含小銀魚+扇貝柱｜50g,CIAO 炙烤盛宴,cats,single,,50g,True,True,,16.90,1690,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fep70tdjHDoG,price_1U8VfQRyM6dRKLtZr1rEXVaM,MH-CAT-CIAO-033,CIAOVL-05,CIAO 炙烤盛宴｜炙烤雞胸肉含蟹肉棒+扇貝柱｜50g,CIAO 炙烤盛宴,cats,single,,50g,True,True,,16.90,1690,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8feoZ4v72AX1T,price_1U8VfcRyM6dRKLtZmgPvy27P,MH-CAT-CIAO-034,CIAOVL-06,CIAO 超強乳酸菌｜金槍魚雞肉鰹魚｜40g,CIAO 超強乳酸菌,cats,single,,40g,True,True,,12.90,1290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fe010ZPXAJ1J,price_1U8VfJRyM6dRKLtZYUNbtDOa,MH-CAT-CIAO-035,CIAOVL-07,CIAO 炙烤盛宴｜化毛呵護鰹魚片扇貝柱｜50g,CIAO 炙烤盛宴,cats,single,,50g,True,True,,16.90,1690,,,,,,,,,,,,,,28,33,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fe4RA15lCQZO,price_1U8VfVRyM6dRKLtZhrXqqdFe,MH-CAT-CIAO-036,CIAOVL-08,CIAO 炙烤盛宴｜雞胸肉扇貝柱｜50g,CIAO 炙烤盛宴,cats,single,,50g,True,True,,16.90,1690,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8feXQdvRNrV4B,price_1U8VffRyM6dRKLtZQ1rrh41H,MH-CAT-CIAO-037,CIAOVL-09,CIAO 超強乳酸菌｜鮪魚雞肉柴魚片高湯｜40g,CIAO 超強乳酸菌,cats,single,,40g,True,True,,12.90,1290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8feeIGBK4DYB1,price_1U8VfdRyM6dRKLtZBZUCAmmJ,MH-CAT-CIAO-038,CIAOVL-10,CIAO 超強乳酸菌｜雞肉鰹魚干高湯｜40g,CIAO 超強乳酸菌,cats,single,,40g,True,True,,12.90,1290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fefdYTxUdNva,price_1U8VfaRyM6dRKLtZnd4iwlcL,MH-CAT-CIAO-039,CIAOVL-11,CIAO 炙烤盛宴｜鰹魚干扇貝味 (香烤風味)｜30g,CIAO 炙烤盛宴,cats,single,,30g,True,True,,14.90,1490,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8feNaBEY6Pn28,price_1U8VfLRyM6dRKLtZ5nEpH6ij,MH-CAT-CIAO-040,CIAOVL-12,CIAO 炙烤盛宴｜北海道風味扇貝 (香烤風味)｜30g,CIAO 炙烤盛宴,cats,single,,30g,True,True,,14.90,1490,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fenfKdEjRnr7,price_1U8VfURyM6dRKLtZsfDqR6c3,MH-CAT-CIAO-041,CIAOVL-13,CIAO 炙烤盛宴｜銀魚扇貝味 (香烤風味)｜30g,CIAO 炙烤盛宴,cats,single,,30g,True,True,,14.90,1490,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
