product_id,mofu_sku,product_name,source_price_id,replacement_price_id,old_hkd,new_hkd,pricing_input_kind,source_inactive,replacement_active,default_price_correct,price_amount_correct,verified
prod_V8fe6YUsIrEf8Q,MH-CAT-CIAO-048,Vet's Labo｜MediMousse 減肥減脂慕斯｜95g,price_1U8VgGRyM6dRKLtZXOrz5nwX,price_1U91tbRyM6dRKLtZlmosP2L1,38.90,39.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crHGAsSzl77H,MH-CAT-CMP-001,COMBO Present 男生喜歡的口味 魚味 小包｜COMBO Present Boy-Friendly Fish Mini Pack,price_1U8VfyRyM6dRKLtZv3pqg3t2,price_1U91uORyM6dRKLtZNIIokvMi,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8cr9iyVmqUz8O,MH-CAT-CMP-002,COMBO Present 潔齒防口臭 混合肉味 小包｜COMBO Present Dental and Breath Care Meat Mini Pack,price_1U8VfwRyM6dRKLtZTi5PY8Go,price_1U91uMRyM6dRKLtZblVt7aTW,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crzRJNuOzt2e,MH-CAT-CMP-003,COMBO Present 潔齒防口臭 混合海鮮 小包｜COMBO Present Dental and Breath Care Seafood Mini Pack,price_1U8VfuRyM6dRKLtZ1Xzbqwgz,price_1U91uNRyM6dRKLtZ5Ltl3EIX,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crNNIKOTELSy,MH-CAT-CMP-004,COMBO Present 潔齒防口臭 三種口味｜COMBO Present Dental and Breath Care Three-Flavour Variety Pack,price_1U8VftRyM6dRKLtZjUSxlTXX,price_1U91uURyM6dRKLtZUjYblE0G,58.90,59.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crT5vLCe95hY,MH-CAT-CMP-005,COMBO Present 腸道環境維持 海鮮 小包｜COMBO Present Digestive Support Seafood Mini Pack,price_1U8VgARyM6dRKLtZ6qLx74OA,price_1U91uQRyM6dRKLtZChQ3XHkN,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8cr9ARnvUOKQM,MH-CAT-CMP-006,COMBO Present 腸道環境維持 三種口味｜COMBO Present Digestive Support Three-Flavour Variety Pack,price_1U8Vg8RyM6dRKLtZk2x37iHr,price_1U91uXRyM6dRKLtZHlUm9XxG,58.90,59.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8cr9Jv6Ewv0ui,MH-CAT-CMP-007,COMBO Present 女生喜歡口味 混合海鮮 小包｜COMBO Present Girl-Friendly Seafood Mini Pack,price_1U8VfoRyM6dRKLtZD0xQ0o0K,price_1U91uPRyM6dRKLtZHmIahrQe,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crpeVGxpASKY,MH-CAT-CMP-008,COMBO Present 化毛配方 混合海鮮 小包｜COMBO Present Hairball Care Seafood Mini Pack,price_1U8VfmRyM6dRKLtZmIZuJdnn,price_1U91uJRyM6dRKLtZ8FTJ5UsY,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crrguHp5YAXt,MH-CAT-CMP-009,COMBO Present 免疫力維持 海鮮 小包｜COMBO Present Immune Support Seafood Mini Pack,price_1U8VfkRyM6dRKLtZyi6EfUZn,price_1U91uRRyM6dRKLtZKnB9Zin9,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8cr2Q8hiWwniV,MH-CAT-CMP-010,COMBO Present 免疫力維持 三種口味｜COMBO Present Immune Support Three-Flavour Variety Pack,price_1U8VfiRyM6dRKLtZUsusaDXK,price_1U91uWRyM6dRKLtZyHo2neqX,58.90,59.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8croZ9K3Kppbf,MH-CAT-CMP-011,COMBO Present 室內貓化毛 三種口味｜COMBO Present Indoor Cat Hairball Care Three-Flavour Variety Pack,price_1U8VfrRyM6dRKLtZUS6x0qQo,price_1U91uVRyM6dRKLtZxa9SrPzw,58.90,59.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crhpakrZfoXD,MH-CAT-CMP-012,COMBO Present 室內貓 金槍魚 小包｜COMBO Present Indoor Cat Tuna Mini Pack,price_1U8VfqRyM6dRKLtZkB11qUqD,price_1U91uSRyM6dRKLtZnr1jPUmO,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crtmrNegpX6C,MH-CAT-CMP-013,COMBO Present 維護腎臟 混合肉味 小包｜COMBO Present Kidney Health Support Meat Mini Pack,price_1U8Vg5RyM6dRKLtZqlVvcVTl,price_1U91uKRyM6dRKLtZ78PG5Gp1,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crvbMiPxxJvt,MH-CAT-CMP-014,COMBO Present 維護腎臟 混合海鮮 小包｜COMBO Present Kidney Health Support Seafood Mini Pack,price_1U8Vg3RyM6dRKLtZqTxXdIMe,price_1U91uLRyM6dRKLtZBEnP9BZH,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crErEJilA30r,MH-CAT-CMP-015,COMBO Present 維護腎臟配方 三種口味｜COMBO Present Kidney Health Support Three-Flavour Variety Pack,price_1U8Vg7RyM6dRKLtZaWtSwItm,price_1U91uTRyM6dRKLtZrzNuC1Z8,58.90,59.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crzn01d7SXcg,MH-CAT-CMP-016,COMBO Present 低脂絕育貓 混合海鮮 小包｜COMBO Present Low-Fat Neutered Cat Seafood Mini Pack,price_1U8VfhRyM6dRKLtZQxO4fpuu,price_1U91uHRyM6dRKLtZkWxWtZfw,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8cr8kOWyjP3g1,MH-CAT-CMP-017,COMBO Present 維護泌尿 混合海鮮 小包｜COMBO Present Urinary Health Support Seafood Mini Pack,price_1U8Vg0RyM6dRKLtZALUmo5Pt,price_1U91uIRyM6dRKLtZnvbvp85m,32.90,33.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8crKsH08GDJxM,MH-CAT-CMP-018,COMBO Present 維護泌尿配方 三種口味｜COMBO Present Urinary Health Support Three-Flavour Variety Pack,price_1U8Vg1RyM6dRKLtZnRYfKHeX,price_1U91uTRyM6dRKLtZ1G1sMnnr,58.90,59.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0oLt83VbMEB,MH-CAT-MCK-001,三文魚 17g (預定),price_1U8VgvRyM6dRKLtZh8vgbQgO,price_1U91urRyM6dRKLtZbLU0E4rZ,106.90,107.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0n6wDbyKpya,MH-CAT-MCK-002,圓粒雞里脊 18g (現貨 / 賞味 28.01),price_1U8VgxRyM6dRKLtZMYRg7EId,price_1U91v0RyM6dRKLtZaK5aufiN,64.90,65.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0BWVdW0bKlr,MH-CAT-MCK-003,扇貝 11g (現貨 / 27.01.15),price_1U8VgzRyM6dRKLtZMgGqC4Ob,price_1U91uvRyM6dRKLtZq06gK9uI,78.90,79.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0eQFDHSCPxC,MH-CAT-MCK-004,牛大腿肉 17g (現貨 / 2027.12.01),price_1U8VhERyM6dRKLtZRJUYIode,price_1U91uyRyM6dRKLtZGsbsYSDs,82.90,83.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0xHzc6tqf3B,MH-CAT-MCK-005,胡瓜魚凍干 10g (預定),price_1U8VhORyM6dRKLtZaHHmw4vx,price_1U91usRyM6dRKLtZD1lPxnJx,80.90,81.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0fChA9h4VNq,MH-CAT-MCK-006,虹鱒魚 15g (現貨 / 賞味 27.5),price_1U8VhQRyM6dRKLtZcmZ9StPG,price_1U91uuRyM6dRKLtZkVdoxOMB,80.90,81.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0DDhtV271xl,MH-CAT-MCK-007,豬大腿肉 20g (預定),price_1U8VhSRyM6dRKLtZMdg6lgBN,price_1U91uxRyM6dRKLtZpAFxi6yJ,73.90,74.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0LKmYo2bfxf,MH-CAT-MCK-008,豬心 25g (預定 (缺貨)),price_1U8VhTRyM6dRKLtZCXZk7rs1,price_1U91uzRyM6dRKLtZ9vw5RUda,75.90,76.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0mdB77ZJc5M,MH-CAT-MCK-009,金槍魚 14g (預定),price_1U8VhVRyM6dRKLtZ2SNCvfDD,price_1U91utRyM6dRKLtZxkvanqKa,80.90,81.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W073h3MHqGhr,MH-CAT-MCK-010,銀魚 10g (預定),price_1U8VhXRyM6dRKLtZpnl8JDZN,price_1U91uwRyM6dRKLtZHUSUMD3M,78.90,79.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8VzG9Cs8B2Rjb,MH-CAT-MCK-011,雞胸肉 150g (現貨 / 賞味 27.10),price_1U8VhhRyM6dRKLtZreAjaaqG,price_1U91v8RyM6dRKLtZ3inxiptO,262.90,263.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8VzTooOH64y65,MH-CAT-MCK-012,雞胸肉 30g (現貨 / 賞味 28.01),price_1U8VhiRyM6dRKLtZcE0BERx5,price_1U91v9RyM6dRKLtZq29W1nZq,77.90,78.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W07sgetW5UqK,MH-CAT-MCK-013,雞胸肉碎沫凍干粉拌飯 (現貨 / 2027.11.17),price_1U8VhkRyM6dRKLtZzV6cvj1O,price_1U91v1RyM6dRKLtZ2aNtiHbD,75.90,76.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0oMeIOyFLhp,MH-CAT-MCK-014,雞胸肉雞肝凍干 120g (現貨 / 27.07),price_1U8Ey0RyM6dRKLtZea02ekZN,price_1U91v4RyM6dRKLtZ7RspiN3q,250.90,251.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8VzYLI6mgAR3P,MH-CAT-MCK-015,雞胸肉雞肝凍干 18g (預定),price_1U8VhmRyM6dRKLtZQLMUjgZb,price_1U91v5RyM6dRKLtZyWTNvKoL,62.90,63.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W06fowHsMOSF,MH-CAT-MCK-016,雞胸肉雞肫凍干 120g (現貨 / 2027.04.03),price_1U8Ey3RyM6dRKLtZ4nscQPyL,price_1U91v2RyM6dRKLtZQb2bXuDo,250.90,251.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W072ieTWyOZ7,MH-CAT-MCK-017,雞胸肉雞肫凍干 18g (現貨 / 2027.04.25),price_1U8VhoRyM6dRKLtZEPUbvHtX,price_1U91v3RyM6dRKLtZV3hlbOXt,62.90,63.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8Vz4r6kx51OK2,MH-CAT-MCK-018,雞里脊 150g (現貨 / 2027.11.30),price_1U8VhrRyM6dRKLtZCmbpVwO6,price_1U91v6RyM6dRKLtZ9ZxpS1Yj,262.90,263.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8VzICRXhFqVtH,MH-CAT-MCK-019,雞里脊 30g (預定),price_1U8VhsRyM6dRKLtZxrrjuIFL,price_1U91v7RyM6dRKLtZuSNhlzUp,77.90,78.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0OgEY0HBtlD,MH-CAT-MCK-020,雞里脊碎沫凍干粉拌飯 (預定),price_1U8VhuRyM6dRKLtZgTSXTyfh,price_1U91v0RyM6dRKLtZ6o10IZd1,90.90,91.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1g0toA5TEk7,MH-DOG-DBF-001,d.b.f 雞肉軟骨｜d.b.f Chicken Breast & Cartilage Dog Can 85g,price_1U8VghRyM6dRKLtZxGwSE72f,price_1U91uGRyM6dRKLtZx0DrlOVj,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1ExxiCmg67D,MH-DOG-DBF-002,d.b.f 雞胸肉&奶酪｜d.b.f Chicken Breast & Cheese Dog Can 85g,price_1U8VgkRyM6dRKLtZ3NUks8VZ,price_1U91uFRyM6dRKLtZdi5JgQDQ,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1MyE7x9BZDl,MH-DOG-DBF-003,d.b.f 雞胸肉濃湯｜d.b.f Chicken Breast in Soup Dog Can 85g,price_1U8VglRyM6dRKLtZJSyEL0xC,price_1U91uERyM6dRKLtZQZV55yw8,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1qzONSyt8ru,MH-DOG-DBF-004,d.b.f 雞肉&芝士｜d.b.f Chicken & Cheese Adult Dog Can 85g,price_1U8VgaRyM6dRKLtZ506eApli,price_1U91uDRyM6dRKLtZLJtT5fOr,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1XhfhroMZtV,MH-DOG-DBF-005,d.b.f 雞肉&蔬菜｜d.b.f Chicken & Vegetables Adult Dog Can 85g,price_1U8VgbRyM6dRKLtZlxvYMDLR,price_1U91uCRyM6dRKLtZ0uvabiWm,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1nNRuozpeTU,MH-DOG-DBF-006,d.b.f 牛肉&軟骨｜d.b.f Beef & Cartilage Dog Can 85g,price_1U8VgSRyM6dRKLtZs3ZbrVza,price_1U91uBRyM6dRKLtZrZVTc6SJ,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1Jgdnr9v8HM,MH-DOG-DBF-007,d.b.f 牛肉糜｜d.b.f Beef Mince Dog Can 65g,price_1U8VgVRyM6dRKLtZ7gyPlKxI,price_1U91uARyM6dRKLtZ8WTc7qJu,26.90,27.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e143elQIOfMM,MH-DOG-DBF-008,d.b.f 雞肉&紅薯小粒｜d.b.f Chicken & Sweet Potato Adult Dog Can 85g,price_1U8VgYRyM6dRKLtZxDR4pp7h,price_1U91u9RyM6dRKLtZhA948VL3,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1Y4NZgoH3mG,MH-DOG-DBF-009,d.b.f 雞肉雞胗濃湯｜d.b.f Chicken Breast & Gizzard Soup Dog Can 85g,price_1U8VgiRyM6dRKLtZPBByowjt,price_1U91u8RyM6dRKLtZlfZ1yXfT,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1qdj8efQTs9,MH-DOG-DBF-010,d.b.f 雞肉糜｜d.b.f Chicken Mince Dog Can 65g,price_1U8MjuRyM6dRKLtZgrVX9mqI,price_1U91u7RyM6dRKLtZV1W983iE,22.90,23.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e1EgYIqCWkcb,MH-DOG-DBF-011,d.b.f 成犬之食事 雞肉軟骨｜d.b.f Adult Dog Meal Chicken & Cartilage 85g,price_1U8VgORyM6dRKLtZZ3aglbbL,price_1U91u6RyM6dRKLtZ8WJAvU0D,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2wynYC6XsBo,MH-DOG-DBF-012,d.b.f 成犬之食事 雞肉紅薯｜d.b.f Adult Dog Meal Chicken & Sweet Potato 85g,price_1U8VgLRyM6dRKLtZAGauubws,price_1U91u5RyM6dRKLtZPVZkvZ4T,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2eck5fdwDtP,MH-DOG-DBF-013,d.b.f 成犬之食事 雞肉蔬菜｜d.b.f Adult Dog Meal Chicken & Vegetables 85g,price_1U8VgNRyM6dRKLtZQs8turyO,price_1U91u4RyM6dRKLtZaA5DUGsR,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2hvyqfhk59B,MH-DOG-DBF-014,d.b.f 高齡犬之食事 雞肉紅薯 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Sweet Potato 85g,price_1U8VgrRyM6dRKLtZQQyAMw9r,price_1U91u3RyM6dRKLtZmCyZtkzn,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2hyOUdfOwnM,MH-DOG-DBF-015,d.b.f 牛肉紅薯｜d.b.f Beef & Sweet Potato Dog Can 85g,price_1U8VgXRyM6dRKLtZ1809VYTH,price_1U91u2RyM6dRKLtZTYEKntBb,31.90,32.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e22XlcOMIRus,MH-DOG-DBF-016,d.b.f 高齡犬之食事 雞肉 (7歲及以上)｜d.b.f Senior Dog Meal Chicken 85g,price_1U8VgpRyM6dRKLtZtyzfIREm,price_1U91u1RyM6dRKLtZVXhBycMR,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2oW8u6WCtg5,MH-DOG-DBF-017,d.b.f 高齡犬之食事 雞肉蔬菜 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Vegetables 85g,price_1U8VgsRyM6dRKLtZZdvsRHV7,price_1U91u0RyM6dRKLtZUxovYowV,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2MnRWL8I3ON,MH-DOG-DBF-018,d.b.f 成犬之食事 雞肉｜d.b.f Adult Dog Meal Chicken 85g,price_1U8VgQRyM6dRKLtZoohhjjug,price_1U91u0RyM6dRKLtZLzvO5BqL,31.90,32.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2EKKmnHUR8w,MH-DOG-DBF-019,d.b.f 牛肉奶酪｜d.b.f Beef & Cheese Dog Can 85g,price_1U8VgTRyM6dRKLtZXyxJ7VDz,price_1U91tzRyM6dRKLtZWgT8Efq7,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2NVxYYDt7TI,MH-DOG-DBF-020,d.b.f 高齡犬之食事 雞肉軟骨 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Cartilage 85g,price_1U8VguRyM6dRKLtZcl3gkGhu,price_1U91tyRyM6dRKLtZ6YsIyqm2,27.90,28.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2HgqFtfTeZ3,MH-DOG-DBF-021,d.b.f 雞胸肉糜 (脂肪含量更少 0.5% 以上)｜d.b.f Chicken Breast Mince Low-fat Dog Can 65g,price_1U8VgnRyM6dRKLtZpoXJ8AO1,price_1U91txRyM6dRKLtZaV1SnuP4,26.90,27.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2yXi5ewIEg5,MH-DOG-DBF-022,d.b.f 雞肉&雞胸肉糜蔬菜｜d.b.f Chicken & Chicken Breast Mince with Vegetables 150g,price_1U8VgfRyM6dRKLtZ4FJtM5x2,price_1U91twRyM6dRKLtZK8VCWRBo,43.90,44.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8e2NpxQsXvHOA,MH-DOG-DBF-023,d.b.f 雞肉&雞胸肉糜紅薯｜d.b.f Chicken & Chicken Breast Mince with Sweet Potato 150g,price_1U8VgdRyM6dRKLtZrks64yvz,price_1U91tvRyM6dRKLtZincoxDBA,43.90,44.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8cru9Bp0V6puG,MH-DOG-DGM-001,DoggyMan 爆漿夾心卷（雞肝）｜DoggyMan Creamy Chicken Liver Roll Treats,price_1U8VgDRyM6dRKLtZ24NTG3uj,price_1U91uYRyM6dRKLtZ9yfi282c,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8cr46ftMdO2E3,MH-DOG-DGM-002,DoggyMan 爆漿夾心卷（雞肉）｜DoggyMan Creamy Chicken Roll Treats,price_1U8VgBRyM6dRKLtZv2Xk9e47,price_1U91uZRyM6dRKLtZtuDWHNVN,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8Zo9dzijaQ39p,MH-DOG-IRIS-001,牛肉口味罐頭（Beef）,price_1U8VhIRyM6dRKLtZM1d1iDY5,price_1U91ufRyM6dRKLtZfIxnBqQj,188.90,189.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8Zo9dzijaQ39p,MH-DOG-IRIS-001,牛肉口味罐頭（Beef）,price_1U8VhHRyM6dRKLtZz2uFya7W,price_1U91ufRyM6dRKLtZxUKK8fRS,98.90,99.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8Zo9dzijaQ39p,MH-DOG-IRIS-001,牛肉口味罐頭（Beef）,price_1U8VhFRyM6dRKLtZwbD6Db3k,price_1U91ugRyM6dRKLtZHRr1tpXd,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZodBXbffvz6o,MH-DOG-IRIS-002,雞肝口味罐頭（Chicken Liver）,price_1U8VhgRyM6dRKLtZXSGwxJUo,price_1U91uhRyM6dRKLtZvydC0Bg6,188.90,189.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZodBXbffvz6o,MH-DOG-IRIS-002,雞肝口味罐頭（Chicken Liver）,price_1U8VhdRyM6dRKLtZcp5X8ifb,price_1U91uiRyM6dRKLtZBiwChZDM,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZodBXbffvz6o,MH-DOG-IRIS-002,雞肝口味罐頭（Chicken Liver）,price_1U8VheRyM6dRKLtZFEetoprF,price_1U91uiRyM6dRKLtZbWctFTP9,98.90,99.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZpDXl9RWMDbc,MH-DOG-IRIS-003,雞肉口味罐頭（Chicken）,price_1U8VhbRyM6dRKLtZwAu2ieZo,price_1U91udRyM6dRKLtZjbQCaLvn,188.90,189.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZpDXl9RWMDbc,MH-DOG-IRIS-003,雞肉口味罐頭（Chicken）,price_1U8VhaRyM6dRKLtZDuPhfSTS,price_1U91udRyM6dRKLtZtxhDCmKe,98.90,99.90,implied_cost_cny_baseline,True,True,True,True,True
