product_id,price_id,mofu_sku,product_name,brand,product_active,price_active,currency,price_type,is_default_price,active_hkd_price_count_for_product,current_hkd,current_cents,cost_cny,cost_source,unrounded_proposed_hkd,proposed_hkd,proposed_cents,price_change_hkd,price_change_percent,pricing_status,write_action
prod_V8W0DDhtV271xl,price_1U8VhSRyM6dRKLtZMdg6lgBN,MH-CAT-MCK-007,豬大腿肉 20g (預定),Mamacook,True,True,HKD,one_time,True,1,73.90,7390,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0LKmYo2bfxf,price_1U8VhTRyM6dRKLtZCXZk7rs1,MH-CAT-MCK-008,豬心 25g (預定 (缺貨)),Mamacook,True,True,HKD,one_time,True,1,75.90,7590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0OgEY0HBtlD,price_1U8VhuRyM6dRKLtZgTSXTyfh,MH-CAT-MCK-020,雞里脊碎沫凍干粉拌飯 (預定),Mamacook,True,True,HKD,one_time,True,1,90.90,9090,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0eQFDHSCPxC,price_1U8VhERyM6dRKLtZRJUYIode,MH-CAT-MCK-004,牛大腿肉 17g (現貨 / 2027.12.01),Mamacook,True,True,HKD,one_time,True,1,82.90,8290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0fChA9h4VNq,price_1U8VhQRyM6dRKLtZcmZ9StPG,MH-CAT-MCK-006,虹鱒魚 15g (現貨 / 賞味 27.5),Mamacook,True,True,HKD,one_time,True,1,80.90,8090,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0gp0Oink4Cg,price_1U8VhpRyM6dRKLtZBDNjC1P3,MH-DOG-MCK-001,雞里脊 150g (犬用) (現貨 / 2027.11.11),Mamacook,True,True,HKD,one_time,True,1,257.90,25790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0mdB77ZJc5M,price_1U8VhVRyM6dRKLtZ2SNCvfDD,MH-CAT-MCK-009,金槍魚 14g (預定),Mamacook,True,True,HKD,one_time,True,1,80.90,8090,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0n6wDbyKpya,price_1U8VgxRyM6dRKLtZMYRg7EId,MH-CAT-MCK-002,圓粒雞里脊 18g (現貨 / 賞味 28.01),Mamacook,True,True,HKD,one_time,True,1,64.90,6490,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0oLt83VbMEB,price_1U8VgvRyM6dRKLtZh8vgbQgO,MH-CAT-MCK-001,三文魚 17g (預定),Mamacook,True,True,HKD,one_time,True,1,106.90,10690,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0oMeIOyFLhp,price_1U8Ey0RyM6dRKLtZea02ekZN,MH-CAT-MCK-014,雞胸肉雞肝凍干 120g (現貨 / 27.07),Mamacook,True,True,HKD,one_time,True,1,250.90,25090,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8W0xHzc6tqf3B,price_1U8VhORyM6dRKLtZaHHmw4vx,MH-CAT-MCK-005,胡瓜魚凍干 10g (預定),Mamacook,True,True,HKD,one_time,True,1,80.90,8090,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8Zo9dzijaQ39p,price_1U8VhFRyM6dRKLtZwbD6Db3k,MH-DOG-IRIS-001,牛肉口味罐頭（Beef）,ONE CARE,True,True,HKD,one_time,True,3,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8Zo9dzijaQ39p,price_1U8VhHRyM6dRKLtZz2uFya7W,MH-DOG-IRIS-001,牛肉口味罐頭（Beef）,ONE CARE,True,True,HKD,one_time,False,3,98.90,9890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8Zo9dzijaQ39p,price_1U8VhIRyM6dRKLtZM1d1iDY5,MH-DOG-IRIS-001,牛肉口味罐頭（Beef）,ONE CARE,True,True,HKD,one_time,False,3,188.90,18890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZoJ2fwrBOiHL,price_1U8Vh5RyM6dRKLtZbYoXHN33,MH-DOG-IRIS-005,新款牛肉米飯罐頭（New Beef & Rice）,ONE CARE,True,True,HKD,one_time,True,3,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZoJ2fwrBOiHL,price_1U8Vh7RyM6dRKLtZJXZ94rLD,MH-DOG-IRIS-005,新款牛肉米飯罐頭（New Beef & Rice）,ONE CARE,True,True,HKD,one_time,False,3,98.90,9890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZoJ2fwrBOiHL,price_1U8Vh8RyM6dRKLtZHSPJQw7B,MH-DOG-IRIS-005,新款牛肉米飯罐頭（New Beef & Rice）,ONE CARE,True,True,HKD,one_time,False,3,188.90,18890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZoNtJinLFNNG,price_1U8Vh1RyM6dRKLtZ2pb9imkA,MH-DOG-IRIS-004,新款 2個口味拼罐頭（New 2-Flavor Mix）,ONE CARE,True,True,HKD,one_time,True,3,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZoNtJinLFNNG,price_1U8Vh2RyM6dRKLtZ0lZlFrKf,MH-DOG-IRIS-004,新款 2個口味拼罐頭（New 2-Flavor Mix）,ONE CARE,True,True,HKD,one_time,False,3,108.90,10890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZoNtJinLFNNG,price_1U8Vh4RyM6dRKLtZAatzUjjE,MH-DOG-IRIS-004,新款 2個口味拼罐頭（New 2-Flavor Mix）,ONE CARE,True,True,HKD,one_time,False,3,198.90,19890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZodBXbffvz6o,price_1U8VhdRyM6dRKLtZcp5X8ifb,MH-DOG-IRIS-002,雞肝口味罐頭（Chicken Liver）,ONE CARE,True,True,HKD,one_time,True,3,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZodBXbffvz6o,price_1U8VheRyM6dRKLtZFEetoprF,MH-DOG-IRIS-002,雞肝口味罐頭（Chicken Liver）,ONE CARE,True,True,HKD,one_time,False,3,98.90,9890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZodBXbffvz6o,price_1U8VhgRyM6dRKLtZXSGwxJUo,MH-DOG-IRIS-002,雞肝口味罐頭（Chicken Liver）,ONE CARE,True,True,HKD,one_time,False,3,188.90,18890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZorEO6daplRl,price_1U8VhARyM6dRKLtZCksW5NjG,MH-DOG-IRIS-006,新款牛肉蔬菜罐頭（New Beef & Vegetables）,ONE CARE,True,True,HKD,one_time,True,3,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZorEO6daplRl,price_1U8VhBRyM6dRKLtZULSmUBud,MH-DOG-IRIS-006,新款牛肉蔬菜罐頭（New Beef & Vegetables）,ONE CARE,True,True,HKD,one_time,False,3,98.90,9890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZorEO6daplRl,price_1U8VhCRyM6dRKLtZbmo2rOZf,MH-DOG-IRIS-006,新款牛肉蔬菜罐頭（New Beef & Vegetables）,ONE CARE,True,True,HKD,one_time,False,3,188.90,18890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZpDXl9RWMDbc,price_1U8VhYRyM6dRKLtZGsnu90Cl,MH-DOG-IRIS-003,雞肉口味罐頭（Chicken）,ONE CARE,True,True,HKD,one_time,True,3,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZpDXl9RWMDbc,price_1U8VhaRyM6dRKLtZDuPhfSTS,MH-DOG-IRIS-003,雞肉口味罐頭（Chicken）,ONE CARE,True,True,HKD,one_time,False,3,98.90,9890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZpDXl9RWMDbc,price_1U8VhbRyM6dRKLtZwAu2ieZo,MH-DOG-IRIS-003,雞肉口味罐頭（Chicken）,ONE CARE,True,True,HKD,one_time,False,3,188.90,18890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZpWi2bc00Aty,price_1U8VhKRyM6dRKLtZ1BP6Yc7u,MH-DOG-IRIS-007,白身魚口味罐頭（White Fish）,ONE CARE,True,True,HKD,one_time,True,3,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZpWi2bc00Aty,price_1U8VhLRyM6dRKLtZCwjfhbdt,MH-DOG-IRIS-007,白身魚口味罐頭（White Fish）,ONE CARE,True,True,HKD,one_time,False,3,98.90,9890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8ZpWi2bc00Aty,price_1U8VhNRyM6dRKLtZyBD2uK6n,MH-DOG-IRIS-007,白身魚口味罐頭（White Fish）,ONE CARE,True,True,HKD,one_time,False,3,188.90,18890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8cr2Q8hiWwniV,price_1U8VfiRyM6dRKLtZUsusaDXK,MH-CAT-CMP-010,COMBO Present 免疫力維持 三種口味｜COMBO Present Immune Support Three-Flavour Variety Pack,COMBO Present,True,True,HKD,one_time,True,1,58.90,5890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8cr46ftMdO2E3,price_1U8VgBRyM6dRKLtZv2Xk9e47,MH-DOG-DGM-002,DoggyMan 爆漿夾心卷（雞肉）｜DoggyMan Creamy Chicken Roll Treats,DoggyMan,True,True,HKD,one_time,True,1,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8cr8kOWyjP3g1,price_1U8Vg0RyM6dRKLtZALUmo5Pt,MH-CAT-CMP-017,COMBO Present 維護泌尿 混合海鮮 小包｜COMBO Present Urinary Health Support Seafood Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8cr9ARnvUOKQM,price_1U8Vg8RyM6dRKLtZk2x37iHr,MH-CAT-CMP-006,COMBO Present 腸道環境維持 三種口味｜COMBO Present Digestive Support Three-Flavour Variety Pack,COMBO Present,True,True,HKD,one_time,True,1,58.90,5890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8cr9Jv6Ewv0ui,price_1U8VfoRyM6dRKLtZD0xQ0o0K,MH-CAT-CMP-007,COMBO Present 女生喜歡口味 混合海鮮 小包｜COMBO Present Girl-Friendly Seafood Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8cr9iyVmqUz8O,price_1U8VfwRyM6dRKLtZTi5PY8Go,MH-CAT-CMP-002,COMBO Present 潔齒防口臭 混合肉味 小包｜COMBO Present Dental and Breath Care Meat Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crErEJilA30r,price_1U8Vg7RyM6dRKLtZaWtSwItm,MH-CAT-CMP-015,COMBO Present 維護腎臟配方 三種口味｜COMBO Present Kidney Health Support Three-Flavour Variety Pack,COMBO Present,True,True,HKD,one_time,True,1,58.90,5890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crHGAsSzl77H,price_1U8VfyRyM6dRKLtZv3pqg3t2,MH-CAT-CMP-001,COMBO Present 男生喜歡的口味 魚味 小包｜COMBO Present Boy-Friendly Fish Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crKsH08GDJxM,price_1U8Vg1RyM6dRKLtZnRYfKHeX,MH-CAT-CMP-018,COMBO Present 維護泌尿配方 三種口味｜COMBO Present Urinary Health Support Three-Flavour Variety Pack,COMBO Present,True,True,HKD,one_time,True,1,58.90,5890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crNNIKOTELSy,price_1U8VftRyM6dRKLtZjUSxlTXX,MH-CAT-CMP-004,COMBO Present 潔齒防口臭 三種口味｜COMBO Present Dental and Breath Care Three-Flavour Variety Pack,COMBO Present,True,True,HKD,one_time,True,1,58.90,5890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crT5vLCe95hY,price_1U8VgARyM6dRKLtZ6qLx74OA,MH-CAT-CMP-005,COMBO Present 腸道環境維持 海鮮 小包｜COMBO Present Digestive Support Seafood Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crhpakrZfoXD,price_1U8VfqRyM6dRKLtZkB11qUqD,MH-CAT-CMP-012,COMBO Present 室內貓 金槍魚 小包｜COMBO Present Indoor Cat Tuna Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8croZ9K3Kppbf,price_1U8VfrRyM6dRKLtZUS6x0qQo,MH-CAT-CMP-011,COMBO Present 室內貓化毛 三種口味｜COMBO Present Indoor Cat Hairball Care Three-Flavour Variety Pack,COMBO Present,True,True,HKD,one_time,True,1,58.90,5890,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crpeVGxpASKY,price_1U8VfmRyM6dRKLtZmIZuJdnn,MH-CAT-CMP-008,COMBO Present 化毛配方 混合海鮮 小包｜COMBO Present Hairball Care Seafood Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crrguHp5YAXt,price_1U8VfkRyM6dRKLtZyi6EfUZn,MH-CAT-CMP-009,COMBO Present 免疫力維持 海鮮 小包｜COMBO Present Immune Support Seafood Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crtmrNegpX6C,price_1U8Vg5RyM6dRKLtZqlVvcVTl,MH-CAT-CMP-013,COMBO Present 維護腎臟 混合肉味 小包｜COMBO Present Kidney Health Support Meat Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8cru9Bp0V6puG,price_1U8VgDRyM6dRKLtZ24NTG3uj,MH-DOG-DGM-001,DoggyMan 爆漿夾心卷（雞肝）｜DoggyMan Creamy Chicken Liver Roll Treats,DoggyMan,True,True,HKD,one_time,True,1,45.90,4590,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crvbMiPxxJvt,price_1U8Vg3RyM6dRKLtZqTxXdIMe,MH-CAT-CMP-014,COMBO Present 維護腎臟 混合海鮮 小包｜COMBO Present Kidney Health Support Seafood Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crzRJNuOzt2e,price_1U8VfuRyM6dRKLtZ1Xzbqwgz,MH-CAT-CMP-003,COMBO Present 潔齒防口臭 混合海鮮 小包｜COMBO Present Dental and Breath Care Seafood Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8crzn01d7SXcg,price_1U8VfhRyM6dRKLtZQxO4fpuu,MH-CAT-CMP-016,COMBO Present 低脂絕育貓 混合海鮮 小包｜COMBO Present Low-Fat Neutered Cat Seafood Mini Pack,COMBO Present,True,True,HKD,one_time,True,1,32.90,3290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e143elQIOfMM,price_1U8VgYRyM6dRKLtZxDR4pp7h,MH-DOG-DBF-008,d.b.f 雞肉&紅薯小粒｜d.b.f Chicken & Sweet Potato Adult Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1EgYIqCWkcb,price_1U8VgORyM6dRKLtZZ3aglbbL,MH-DOG-DBF-011,d.b.f 成犬之食事 雞肉軟骨｜d.b.f Adult Dog Meal Chicken & Cartilage 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1ExxiCmg67D,price_1U8VgkRyM6dRKLtZ3NUks8VZ,MH-DOG-DBF-002,d.b.f 雞胸肉&奶酪｜d.b.f Chicken Breast & Cheese Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1Jgdnr9v8HM,price_1U8VgVRyM6dRKLtZ7gyPlKxI,MH-DOG-DBF-007,d.b.f 牛肉糜｜d.b.f Beef Mince Dog Can 65g,d.b.f,True,True,HKD,one_time,True,1,26.90,2690,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1MyE7x9BZDl,price_1U8VglRyM6dRKLtZJSyEL0xC,MH-DOG-DBF-003,d.b.f 雞胸肉濃湯｜d.b.f Chicken Breast in Soup Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1XhfhroMZtV,price_1U8VgbRyM6dRKLtZlxvYMDLR,MH-DOG-DBF-005,d.b.f 雞肉&蔬菜｜d.b.f Chicken & Vegetables Adult Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1Y4NZgoH3mG,price_1U8VgiRyM6dRKLtZPBByowjt,MH-DOG-DBF-009,d.b.f 雞肉雞胗濃湯｜d.b.f Chicken Breast & Gizzard Soup Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1g0toA5TEk7,price_1U8VghRyM6dRKLtZxGwSE72f,MH-DOG-DBF-001,d.b.f 雞肉軟骨｜d.b.f Chicken Breast & Cartilage Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1nNRuozpeTU,price_1U8VgSRyM6dRKLtZs3ZbrVza,MH-DOG-DBF-006,d.b.f 牛肉&軟骨｜d.b.f Beef & Cartilage Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1qdj8efQTs9,price_1U8MjuRyM6dRKLtZgrVX9mqI,MH-DOG-DBF-010,d.b.f 雞肉糜｜d.b.f Chicken Mince Dog Can 65g,d.b.f,True,True,HKD,one_time,True,1,22.90,2290,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e1qzONSyt8ru,price_1U8VgaRyM6dRKLtZ506eApli,MH-DOG-DBF-004,d.b.f 雞肉&芝士｜d.b.f Chicken & Cheese Adult Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e22XlcOMIRus,price_1U8VgpRyM6dRKLtZtyzfIREm,MH-DOG-DBF-016,d.b.f 高齡犬之食事 雞肉 (7歲及以上)｜d.b.f Senior Dog Meal Chicken 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2EKKmnHUR8w,price_1U8VgTRyM6dRKLtZXyxJ7VDz,MH-DOG-DBF-019,d.b.f 牛肉奶酪｜d.b.f Beef & Cheese Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2HgqFtfTeZ3,price_1U8VgnRyM6dRKLtZpoXJ8AO1,MH-DOG-DBF-021,d.b.f 雞胸肉糜 (脂肪含量更少 0.5% 以上)｜d.b.f Chicken Breast Mince Low-fat Dog Can 65g,d.b.f,True,True,HKD,one_time,True,1,26.90,2690,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2MnRWL8I3ON,price_1U8VgQRyM6dRKLtZoohhjjug,MH-DOG-DBF-018,d.b.f 成犬之食事 雞肉｜d.b.f Adult Dog Meal Chicken 85g,d.b.f,True,True,HKD,one_time,True,1,31.90,3190,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2NVxYYDt7TI,price_1U8VguRyM6dRKLtZcl3gkGhu,MH-DOG-DBF-020,d.b.f 高齡犬之食事 雞肉軟骨 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Cartilage 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2NpxQsXvHOA,price_1U8VgdRyM6dRKLtZrks64yvz,MH-DOG-DBF-023,d.b.f 雞肉&雞胸肉糜紅薯｜d.b.f Chicken & Chicken Breast Mince with Sweet Potato 150g,d.b.f,True,True,HKD,one_time,True,1,43.90,4390,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2eck5fdwDtP,price_1U8VgNRyM6dRKLtZQs8turyO,MH-DOG-DBF-013,d.b.f 成犬之食事 雞肉蔬菜｜d.b.f Adult Dog Meal Chicken & Vegetables 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2hvyqfhk59B,price_1U8VgrRyM6dRKLtZQQyAMw9r,MH-DOG-DBF-014,d.b.f 高齡犬之食事 雞肉紅薯 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Sweet Potato 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2hyOUdfOwnM,price_1U8VgXRyM6dRKLtZ1809VYTH,MH-DOG-DBF-015,d.b.f 牛肉紅薯｜d.b.f Beef & Sweet Potato Dog Can 85g,d.b.f,True,True,HKD,one_time,True,1,31.90,3190,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2oW8u6WCtg5,price_1U8VgsRyM6dRKLtZZdvsRHV7,MH-DOG-DBF-017,d.b.f 高齡犬之食事 雞肉蔬菜 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Vegetables 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2wynYC6XsBo,price_1U8VgLRyM6dRKLtZAGauubws,MH-DOG-DBF-012,d.b.f 成犬之食事 雞肉紅薯｜d.b.f Adult Dog Meal Chicken & Sweet Potato 85g,d.b.f,True,True,HKD,one_time,True,1,27.90,2790,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8e2yXi5ewIEg5,price_1U8VgfRyM6dRKLtZ4FJtM5x2,MH-DOG-DBF-022,d.b.f 雞肉&雞胸肉糜蔬菜｜d.b.f Chicken & Chicken Breast Mince with Vegetables 150g,d.b.f,True,True,HKD,one_time,True,1,43.90,4390,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8fd05UFEZNURC,price_1U8VfXRyM6dRKLtZFvN0Equa,MH-CAT-CIAO-030,CIAO 炙烤盛宴｜香烤扇貝柱 (高齡貓用)｜50g,CIAO 炙烤盛宴,True,True,HKD,one_time,True,1,16.90,1690,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8fdnUyX0IymBN,price_1U8VfSRyM6dRKLtZeHgrgP2N,MH-CAT-CIAO-032,CIAO 炙烤盛宴｜烤鰹魚含小銀魚+扇貝柱｜50g,CIAO 炙烤盛宴,True,True,HKD,one_time,True,1,16.90,1690,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8fdpmkax4VOq1,price_1U8VfNRyM6dRKLtZ71a6mIuN,MH-CAT-CIAO-031,CIAO 炙烤盛宴｜扇貝柱正宗高湯｜50g,CIAO 炙烤盛宴,True,True,HKD,one_time,True,1,16.90,1690,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
prod_V8fduDqyGKiazf,price_1U8VfZRyM6dRKLtZOVHdViM0,MH-CAT-CIAO-029,CIAO 炙烤盛宴｜香烤鰹魚干瑤柱 (高齡貓用)｜50g,CIAO 炙烤盛宴,True,True,HKD,one_time,True,1,16.90,1690,,,,,,,,awaiting_cny_cost,preview_only_no_stripe_write
