product_id,price_id,is_default_price,variant_mode,variant_label_zh,mofu_sku,product_name,brand,category,current_hkd,cost_cny,target_product_margin,stored_cny_to_hkd,latest_cny_to_hkd,fx_change_percent,rounding_rule,pricing_ship_to_hk_hkd,retail_pricing_rule,unrounded_proposed_hkd,proposed_hkd,price_change_hkd,price_change_percent,current_margin_at_latest_fx,proposed_margin_at_latest_fx,would_change_without_guard,passes_potential_fx_trigger_0_5_percent,within_potential_price_change_cap_5_percent,potential_review_guard_status,cost_hkd_at_latest_fx,gross_profit_hkd,gross_margin_pct
prod_V8uInkIOBbpTsp,price_1U8cU7RyM6dRKLtZu7s2FINt,False,pack_size,6 包｜16.2kg,MH-CAT-PAMAX-001,PAMAX Miracle Series 生物酶除味貓砂 2.7kg｜PAMAX Miracle Series Enzyme Odour-Control Cat Litter 2.7kg,PAMAX,cats,472.9,223.0,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",473.4898,473.9,1.0,0.2115,0.4493,0.4505,True,False,True,hold_fx_change_below_0.5_percent,260.42,213.48,45.05
prod_V8vr5nCW67gu8X,price_1U8e0ARyM6dRKLtZWOXn9WYV,True,single,鮪魚及白蝦味,MH-CAT-GNSP-015,銀之匙 三ツ星グルメ 魚肉奶油夾心 鮪魚及白蝦味乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & White Shrimp Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,116.9,55.0,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",116.78,116.9,0.0,0.0,0.4506,0.4506,False,False,True,no_price_change,64.23,52.67,45.06
prod_V8xXxYtzIJ6S93,price_1U8fcCRyM6dRKLtZhVXn5d9C,True,single,已絕育成貓｜雞肉味｜1.2kg,MH-CAT-SNR-028,AIM30 室內已絕育成貓 雞肉味乾糧 1.2kg｜AIM30 Indoor Spayed and Neutered Adult Cat Food Chicken Flavour 1.2kg,Sunrise AIM30,cats,417.9,197.0,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",418.2847,418.9,1.0,0.2393,0.4495,0.4508,True,False,True,hold_fx_change_below_0.5_percent,230.06,188.84,45.08
prod_V8uInkIOBbpTsp,price_1U8cU6RyM6dRKLtZuYsvr2FS,True,pack_size,1 包｜2.7kg,MH-CAT-PAMAX-001,PAMAX Miracle Series 生物酶除味貓砂 2.7kg｜PAMAX Miracle Series Enzyme Odour-Control Cat Litter 2.7kg,PAMAX,cats,97.9,46.0,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",97.6705,97.9,0.0,0.0,0.4513,0.4513,False,False,True,no_price_change,53.72,44.18,45.13
prod_V8szJB1xzy0Hkm,price_1U8bDuRyM6dRKLtZLWNMemMt,True,single,藍貓圖案 M,MH-LIF-GEN-001,藍貓圖案斜口高腳陶瓷食盤 M｜Blue Cat Pattern Raised Slanted Ceramic Bowl M,未標示品牌,lifestyle,65.9,30.95,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",65.7153,65.9,0.0,0.0,0.4515,0.4515,False,False,True,no_price_change,36.14,29.76,45.15
prod_V8uInkIOBbpTsp,price_1U8cU6RyM6dRKLtZIwFymbls,False,pack_size,2 包｜5.4kg,MH-CAT-PAMAX-001,PAMAX Miracle Series 生物酶除味貓砂 2.7kg｜PAMAX Miracle Series Enzyme Odour-Control Cat Litter 2.7kg,PAMAX,cats,190.9,90.0,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",191.0945,191.9,1.0,0.5238,0.4494,0.4523,True,False,True,hold_fx_change_below_0.5_percent,105.10,86.80,45.23
prod_V8uIPfhAKY5ONF,price_1U8cU9RyM6dRKLtZnyUTF5xl,True,single,7L｜原味無香,MH-CAT-SNP-001,SNAPPY 低粉塵膨潤土貓砂 原味無香 7L｜SNAPPY Low-Dust Bentonite Cat Litter Unscented 7L,SNAPPY,cats,96.9,45.45,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",96.5027,96.9,0.0,0.0,0.4523,0.4523,False,False,True,no_price_change,53.08,43.82,45.23
prod_V8xXwAmye0eVa6,price_1U8fc5RyM6dRKLtZ1foJPEVT,True,single,腎臟健康照護｜雞肉味｜600g,MH-CAT-SNR-027,AIM30 室內成貓 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Kidney Health Care Chicken Flavour 600g,Sunrise AIM30,cats,222.9,105.0,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",222.9436,223.9,1.0,0.4486,0.4499,0.4523,True,False,True,hold_fx_change_below_0.5_percent,122.62,101.28,45.23
prod_V8th4gMOUDUrzu,price_1U8btqRyM6dRKLtZ3JpWeJNI,True,single,180g (18g × 10 bags),MH-CAT-GNSP-016,銀之匙 三ツ星グルメ 夾心奶油 魚肉雞里脊三拼乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Fish & Chicken Tender Three-Recipe Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8thb2VVnmHjCY,price_1U8bttRyM6dRKLtZYVjv60by,True,single,180g (18g × 10 bags),MH-CAT-GNSP-017,銀之匙 三ツ星グルメ 夾心奶油 金槍魚鰹魚毛球護理乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & Bonito Hairball Care Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8th51dTMblovb,price_1U8btoRyM6dRKLtZuVNr212k,True,single,180g (18g × 10 bags),MH-CAT-GNSP-018,銀之匙 三ツ星グルメ 夾心奶油 金槍魚雞里脊味乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & Chicken Tender Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8thBqcqHiv3cZ,price_1U8bu8RyM6dRKLtZrtZ6IOrx,True,single,240g (20g × 12 bags),MH-CAT-GNSP-020,銀之匙 三ツ星グルメ 幼貓魚味加牛奶乾糧 240g｜Gin no Spoon Mitsuboshi Gourmet Kitten Fish Recipe with Milk Dry Cat Food 240g,銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8thwhOf6ahDTN,price_1U8bu5RyM6dRKLtZGPNwKLAo,True,single,200g (20g × 10 bags),MH-CAT-GNSP-021,銀之匙 三ツ星グルメ 10歲起腎臟健康維護魚味四拼乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet 10+ Kidney Health Maintenance Fish Four-Recipe Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8thRjwLfHWe9X,price_1U8btvRyM6dRKLtZPuQqw0hP,True,single,160g (16g × 10 bags),MH-CAT-GNSP-022,銀之匙 三ツ星グルメ 鮮旨香 魚肉雞里脊三拼乾糧 160g｜Gin no Spoon Mitsuboshi Gourmet Shimi-Uma Fish & Chicken Tender Three-Recipe Dry Cat Food 160g,銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8thsQJq4RYszQ,price_1U8btyRyM6dRKLtZ2aDVvnPF,True,single,192g (16g × 12 bags),MH-CAT-GNSP-023,"銀之匙 三ツ星グルメ 鮮旨香 金槍魚雞里脊鰹魚乾糧 192g｜Gin no Spoon Mitsuboshi Gourmet Shimi-Uma Tuna, Chicken Tender & Bonito Dry Cat Food 192g",銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8thk9qKECj0in,price_1U8bu0RyM6dRKLtZKGEvnAcj,True,single,192g (16g × 12 bags),MH-CAT-GNSP-024,"銀之匙 三ツ星グルメ 鮮旨香 金槍魚鯛魚鰹魚乾糧 192g｜Gin no Spoon Mitsuboshi Gourmet Shimi-Uma Tuna, Sea Bream & Bonito Dry Cat Food 192g",銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8thPo6RjbpnwO,price_1U8bu3RyM6dRKLtZLjAK97QM,True,single,192g (16g × 12 bags),MH-CAT-GNSP-025,銀之匙 三ツ星グルメ 餐後吐毛輕減及毛球護理魚味乾糧 192g｜Gin no Spoon Mitsuboshi Gourmet Fish Recipe Dry Cat Food for Reduced Post-Meal Vomiting & Hairball Care 192g,銀之匙／三ツ星グルメ,cats,99.9,46.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",99.3692,99.9,0.0,0.0,0.4529,0.4529,False,False,True,no_price_change,54.65,45.25,45.29
prod_V8xXRC7As2ra5W,price_1U8fcHRyM6dRKLtZ0WA7KbpT,True,single,肉類精選綜合包｜144g,MH-CAT-MONP-008,Mon Petit Crispy Kiss 肉類精選綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Meat Selection Variety Pack Cat Treats 144g,Purina Mon Petit,cats,127.9,59.9,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",127.184,127.9,0.0,0.0,0.4531,0.4531,False,False,True,no_price_change,69.95,57.95,45.31
prod_V8xX3586zZhcZt,price_1U8fcMRyM6dRKLtZa6kX1FcS,True,single,海鮮、芝士及雞肉燒烤味綜合包｜144g,MH-CAT-MONP-011,"Mon Petit Crispy Kiss 海鮮、芝士及雞肉燒烤味綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Seafood, Cheese and Chicken Grill Variety Pack Cat Treats 144g",Purina Mon Petit,cats,127.9,59.9,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",127.184,127.9,0.0,0.0,0.4531,0.4531,False,False,True,no_price_change,69.95,57.95,45.31
prod_V8xXFw4xx3NEuP,price_1U8fcIRyM6dRKLtZhierJFH2,True,single,海鮮及雞肉綜合包｜144g,MH-CAT-MONP-012,Mon Petit Crispy Kiss 海鮮及雞肉綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Seafood and Chicken Variety Pack Cat Treats 144g,Purina Mon Petit,cats,127.9,59.9,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",127.184,127.9,0.0,0.0,0.4531,0.4531,False,False,True,no_price_change,69.95,57.95,45.31
prod_V8xXM2ONlpEcC3,price_1U8fcNRyM6dRKLtZWtmFsbjT,True,single,真鯛及海鮮綜合包｜144g,MH-CAT-MONP-014,Mon Petit Crispy Kiss 真鯛及海鮮綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Snapper and Seafood Assortment Cat Treats 144g,Purina Mon Petit,cats,127.9,59.9,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",127.184,127.9,0.0,0.0,0.4531,0.4531,False,False,True,no_price_change,69.95,57.95,45.31
prod_V8uIO7LzUQjeCT,price_1U8cU0RyM6dRKLtZ8uu3Ejr3,True,single,3.8L｜清新庭院香,MH-CAT-UCM-001,Unicharm Deotoilet 消臭抗菌沸石貓砂 清新庭院香 3.8L｜Unicharm Deotoilet Deodorising Antibacterial Zeolite Cat Litter Natural Green 3.8L,Unicharm Deotoilet,cats,91.9,43.0,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",91.3007,91.9,0.0,0.0,0.4536,0.4536,False,False,True,no_price_change,50.22,41.68,45.36
prod_V90yCfcKRyo9ou,price_1U8iwyRyM6dRKLtZS9C8A5Eu,True,single,85g × 6罐,MH-CAT-CIAO-027,Inaba かつまぐろ｜多口味隨機混拼貓罐頭｜85g × 6罐,Inaba かつまぐろ,cats,62.9,29.42,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",62.4667,62.9,0.0,0.0,0.4538,0.4538,False,False,True,no_price_change,34.36,28.54,45.38
prod_V8vrvYaxZ1cxLJ,price_1U8e0DRyM6dRKLtZ7D7Iai7O,True,single,日本包裝規格,MH-CAT-SNR-003,AIM30 Karitto Treats 酥脆貓咪零食 雞肉及蟹肉味 25g｜AIM30 Karitto Treats 酥脆貓咪零食 雞肉及蟹肉味 25g,Sunrise AIM30,cats,50.9,23.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",50.5339,50.9,0.0,0.0,0.454,0.454,False,False,True,no_price_change,27.79,23.11,45.40
prod_V8vrBdjzLlg7F7,price_1U8e0FRyM6dRKLtZE4JPj5uL,True,single,日本包裝規格,MH-CAT-SNR-004,AIM30 Karitto Treats 酥脆貓咪零食 雞肉及牛肉味 25g｜AIM30 Karitto Treats 酥脆貓咪零食 雞肉及牛肉味 25g,Sunrise AIM30,cats,50.9,23.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",50.5339,50.9,0.0,0.0,0.454,0.454,False,False,True,no_price_change,27.79,23.11,45.40
prod_V8uJcEJtSEmb69,price_1U8cUURyM6dRKLtZjiy5wjhq,True,single,200g（20g × 10袋）,MH-CAT-GNSP-006,銀之匙 三ツ星グルメ 香酥魚香 魚味綜合乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Assorted Fish Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8uJI32Jxh5dCc,price_1U8cUPRyM6dRKLtZO8S4Hj2n,True,single,200g（20g × 10袋）,MH-CAT-GNSP-007,銀之匙 三ツ星グルメ 香酥魚香 魚肉雞肉四拼乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish & Chicken Four-Recipe Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8uILuFno1z4MZ,price_1U8cUMRyM6dRKLtZiqoZhzs8,True,single,200g,MH-CAT-GNSP-008,銀之匙 三ツ星グルメ 香酥魚香 腸胃健康照護乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish Gut-Health Care Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8uJPueROjgX6L,price_1U8cURRyM6dRKLtZxOISi7XP,True,single,200g,MH-CAT-GNSP-009,銀之匙 三ツ星グルメ 香酥魚香 毛球護理乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish Hairball Care Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8uJVy7nhLvdrI,price_1U8cUXRyM6dRKLtZaTGFfSor,True,single,200g（20g × 10袋）,MH-CAT-GNSP-010,"銀之匙 三ツ星グルメ 香酥魚香 金槍魚鯛魚鰹魚扇貝乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Tuna, Sea Bream, Bonito & Scallop Dry Cat Food 200g",銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8uIfmE32YGKQz,price_1U8cUHRyM6dRKLtZILTR8TCU,True,single,180g,MH-CAT-GNSP-011,銀之匙 三ツ星グルメ 夾心奶油 魚味綜合乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Assorted Fish Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8uIgedRHwtgJJ,price_1U8cUJRyM6dRKLtZoV9l2W9Y,True,single,180g,MH-CAT-GNSP-012,銀之匙 三ツ星グルメ 夾心奶油 腸胃健康魚味三拼乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Gut-Health Fish Three-Recipe Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8uIc8IHCyEuCW,price_1U8cUCRyM6dRKLtZZdqgSvlS,True,single,180g,MH-CAT-GNSP-013,銀之匙 三ツ星グルメ 夾心奶油 金槍魚鰹魚味乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & Bonito Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8uID4s03TNUrL,price_1U8cUERyM6dRKLtZmdIE2erH,True,single,180g,MH-CAT-GNSP-014,銀之匙 三ツ星グルメ 夾心奶油 金槍魚鯛魚味乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Tuna & Sea Bream Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8thjTAXBn4Lnx,price_1U8btlRyM6dRKLtZG99b8TZR,True,single,240g (20g × 12 bags),MH-CAT-GNSP-019,銀之匙 三ツ星グルメ 香酥魚香毛球護理乾糧 240g｜Gin no Spoon Mitsuboshi Gourmet Fish Recipe Hairball Care Dry Cat Food 240g,銀之匙／三ツ星グルメ,cats,95.9,44.8,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",95.1226,95.9,0.0,0.0,0.4545,0.4545,False,False,True,no_price_change,52.32,43.58,45.45
prod_V8vsqALfCDaZlZ,price_1U8e0IRyM6dRKLtZYfKTJ5RW,True,single,日本包裝規格,MH-CAT-SNR-005,AIM30 Karitto Treats 酥脆貓咪零食 牧場美味四種綜合包 80g｜AIM30 Karitto Treats 酥脆貓咪零食 牧場美味四種綜合包 80g,Sunrise AIM30,cats,118.9,56.0,0.45,1.1654,1.1678,0.2059,upward .90,0.0,"CNY×1.1654/(1-45%), upward .90",118.9033,119.9,1.0,0.841,0.45,0.4546,True,False,True,hold_fx_change_below_0.5_percent,65.40,54.50,45.46
